from_node,to_node
0,300
0,395
1,409
1,410
2,178
2,406
3,20
3,233
4,2
4,23
5,69
5,172
6,154
6,286
7,61
7,73
7,80
7,86
7,92
7,170
7,173
7,189
7,194
7,271
7,337
7,353
7,423
7,494
8,47
8,53
8,391
9,132
9,350
10,17
10,33
10,247
10,384
10,466
11,6
11,26
12,2
12,14
12,37
12,464
13,9
13,11
14,27
14,253
14,323
15,40
15,100
16,3
16,81
16,279
17,52
17,329
18,187
18,443
19,87
19,101
19,379
20,45
20,365
21,2
21,40
21,64
21,121
21,216
21,262
21,266
21,413
21,489
22,174
22,206
23,35
23,83
24,191
24,220
24,425
25,11
25,120
25,342
26,34
26,397
26,402
27,329
27,419
28,105
28,164
28,485
29,0
29,417
30,57
30,75
30,181
30,391
31,102
31,262
32,304
32,368
33,7
33,240
34,11
34,18
34,28
34,63
34,142
34,192
34,224
34,237
34,383
35,20
35,51
35,265
36,32
36,351
36,457
37,79
37,246
37,421
38,87
38,456
39,1
39,22
40,158
40,163
41,228
41,386
42,58
42,341
43,5
43,222
43,478
44,137
44,289
44,468
45,40
45,307
46,135
46,175
47,15
47,295
48,18
48,52
49,9
49,120
49,307
50,5
50,349
50,447
50,466
51,114
51,372
52,2
52,10
52,12
52,408
52,420
52,449
53,0
53,366
54,12
54,260
55,13
55,74
56,1
56,233
57,155
57,177
58,6
58,15
59,6
59,9
59,11
59,13
59,35
59,94
59,118
59,165
59,175
59,347
59,438
60,38
60,497
61,8
61,263
62,1
62,5
62,60
62,190
62,475
63,83
63,150
64,106
64,133
65,7
65,17
65,56
65,171
65,179
65,235
65,274
65,492
66,25
66,100
67,0
67,145
67,195
67,422
68,43
68,182
69,114
69,141
69,386
70,7
70,173
71,121
71,212
72,39
72,278
73,39
73,197
74,39
74,434
75,32
75,43
75,49
75,59
75,89
75,169
75,189
75,216
75,244
75,444
75,458
75,462
76,0
76,308
76,495
77,78
78,1
78,205
79,101
79,477
80,73
80,380
81,42
81,375
82,219
82,230
83,16
83,134
84,1
84,20
85,300
85,445
86,80
86,334
87,32
87,157
88,91
88,231
89,19
89,36
89,41
89,99
90,183
90,306
91,151
91,179
92,96
92,221
93,5
93,184
94,0
94,13
94,319
95,4
95,215
95,370
96,117
96,325
97,0
97,8
97,9
97,15
97,16
97,19
97,26
97,32
97,68
97,76
97,110
97,111
97,158
97,166
97,268
97,294
98,6
98,111
