from_node,to_node
0,69
3,77
4,84
5,51
5,194
6,1
6,106
6,114
7,108
11,2
12,64
12,193
15,57
16,73
17,61
20,61
24,47
24,174
26,119
29,89
30,120
33,169
34,20
36,55
38,163
40,1
41,138
44,199
51,25
52,33
52,160
58,7
59,49
59,88
60,179
61,110
61,170
62,72
64,31
71,6
71,105
72,36
75,43
79,4
79,34
80,129
81,191
84,109
88,164
90,20
90,165
96,198
100,151
101,70
103,147
104,166
105,19
105,169
111,173
112,199
113,87
115,32
116,193
117,44
118,21
118,42
118,109
118,138
119,86
121,3
121,104
125,85
125,136
131,184
133,106
140,54
141,178
144,160
144,199
145,163
148,52
149,61
152,108
152,183
156,132
159,107
161,101
163,95
163,127
163,173
168,51
170,51
170,166
171,190
172,29
173,99
175,71
179,187
181,5
181,66
181,108
183,7
183,151
188,58
188,192
191,149
192,44
195,35
195,145
195,154
197,74
