from_node,to_node
0,5
0,6
0,28
0,31
0,41
0,44
0,61
0,64
0,78
0,81
0,86
0,87
0,88
0,95
1,2
1,14
1,18
1,27
1,30
1,35
1,45
1,63
1,81
1,90
2,14
2,20
2,49
2,70
2,71
2,76
2,79
3,8
3,24
3,26
3,31
3,35
3,39
3,48
3,50
3,84
3,97
3,99
4,0
4,17
4,39
4,40
4,70
4,73
4,80
5,4
5,7
5,8
5,14
5,38
5,45
5,48
5,51
5,66
5,69
5,74
5,84
5,92
5,96
6,19
6,48
6,49
6,50
6,69
6,71
6,89
7,2
7,16
7,21
7,29
7,35
7,49
7,67
7,81
7,92
7,93
8,6
8,12
8,13
8,21
8,30
8,34
8,35
8,42
8,43
8,45
8,53
8,62
8,79
8,85
8,87
9,2
9,14
9,23
9,56
9,71
9,86
9,90
10,20
10,23
10,40
10,50
10,74
10,81
10,82
10,90
10,92
10,95
11,2
11,4
11,6
11,21
11,27
11,33
11,36
11,38
11,39
11,40
11,55
11,73
11,76
11,78
11,79
11,83
11,92
12,2
12,8
12,22
12,35
12,39
12,46
12,69
12,74
12,77
12,84
12,90
12,91
13,1
13,5
13,12
13,24
13,63
13,65
13,73
13,78
13,85
13,88
13,90
13,97
14,5
14,28
14,42
14,51
14,66
14,74
14,78
14,98
15,7
15,10
15,12
15,13
15,30
15,44
15,56
15,59
15,64
15,74
15,80
15,82
15,89
16,4
16,6
16,27
16,40
16,47
16,71
16,84
16,91
16,92
16,95
16,98
17,1
17,53
17,63
17,67
17,89
18,8
18,9
18,33
18,34
18,41
18,43
18,60
18,62
18,71
18,85
18,92
19,9
19,37
19,58
19,70
19,97
19,99
20,12
20,15
20,54
20,58
20,73
20,81
20,82
20,89
20,93
21,15
21,20
21,27
21,31
21,38
21,59
21,75
21,77
21,90
21,93
22,0
22,2
22,15
22,25
22,30
22,48
22,62
22,63
22,65
22,66
22,68
22,81
22,87
22,97
23,15
23,35
23,40
23,47
23,53
23,69
23,72
23,80
23,90
24,6
24,46
24,47
24,65
24,72
24,88
24,92
24,95
25,24
25,30
25,34
25,35
25,47
25,54
25,56
25,74
26,16
26,21
26,42
26,66
26,71
26,72
26,81
26,87
27,6
27,22
27,29
27,40
27,44
27,46
27,58
27,66
27,70
27,76
27,90
27,96
28,15
28,18
28,22
28,26
28,33
28,45
28,61
28,65
28,69
28,80
28,85
28,88
29,6
29,11
29,12
29,18
29,44
29,45
29,53
29,54
29,55
29,61
29,66
29,70
29,73
29,82
29,94
30,9
30,17
30,29
30,32
30,37
30,49
30,60
30,93
30,94
30,96
31,3
31,5
31,22
31,32
31,36
31,38
31,40
31,46
31,49
31,54
31,58
31,73
31,90
31,97
32,28
32,56
32,65
32,70
32,77
32,89
32,99
33,14
33,21
33,23
33,31
33,35
33,40
33,45
33,49
33,62
33,74
33,85
33,94
34,42
34,60
34,71
35,24
35,36
35,49
35,57
35,67
35,75
35,85
35,95
36,2
36,10
36,17
36,44
36,93
37,38
37,62
37,66
37,74
37,87
37,92
37,93
37,96
38,6
38,14
38,33
38,34
38,40
38,49
38,54
38,65
38,75
38,79
38,82
38,90
38,92
38,94
