from_node,to_node
2,59
2,68
2,84
3,54
4,21
4,55
5,53
6,18
8,11
8,62
11,80
12,15
12,60
12,82
13,30
14,23
14,94
15,83
16,54
16,56
16,70
16,76
17,92
18,59
19,12
19,62
19,77
20,16
20,30
21,86
22,27
23,69
24,64
24,76
25,46
26,2
26,48
26,53
26,77
27,10
27,51
27,55
27,85
29,52
29,92
30,70
31,95
31,99
32,1
33,51
33,66
33,80
34,46
35,12
35,44
35,68
36,11
36,47
38,70
39,31
39,58
40,62
41,34
41,78
45,54
45,59
45,77
45,84
46,40
48,4
49,0
52,74
53,65
54,64
54,69
55,42
57,54
57,62
58,47
58,51
58,59
61,40
62,39
63,25
64,26
65,35
65,39
67,24
69,42
70,29
72,19
72,64
74,44
74,57
75,63
75,88
76,96
77,52
78,32
79,21
81,98
82,47
83,68
83,86
84,99
85,14
85,62
87,45
88,70
89,28
90,77
91,75
92,7
92,67
93,47
93,67
96,75
96,92
