from_node,to_node
0,17
0,19
1,0
1,10
2,29
3,1
3,8
4,1
4,7
5,7
5,31
6,0
6,45
7,1
8,13
8,29
9,0
9,13
10,1
10,23
11,4
11,41
12,1
12,46
13,4
13,5
14,0
14,4
14,6
14,10
14,11
14,13
14,23
14,27
14,30
14,35
15,4
15,9
16,0
16,11
17,1
17,10
17,48
18,1
18,4
19,1
19,9
20,14
20,15
21,0
22,38
22,42
23,0
23,1
23,2
23,12
23,19
24,1
24,20
25,0
25,1
25,12
25,16
26,32
26,48
27,1
27,5
28,0
28,4
29,8
29,20
30,0
30,1
30,5
31,0
31,2
31,41
32,0
32,4
32,21
33,2
33,3
33,7
34,0
34,1
34,6
34,28
35,0
35,6
35,15
35,33
36,5
36,7
36,38
36,43
37,0
37,4
37,15
37,43
38,0
38,27
39,0
39,11
39,14
40,1
40,2
40,5
40,19
41,0
41,1
41,14
42,1
42,3
42,4
42,6
42,16
42,28
43,1
43,39
44,0
44,1
44,18
44,34
44,36
44,37
45,0
45,1
45,2
45,3
45,9
45,22
45,26
46,0
46,1
46,2
46,3
46,4
46,6
47,4
47,12
48,0
48,1
48,2
48,3
48,5
48,6
48,7
48,8
48,11
48,12
48,15
48,18
48,20
48,21
48,22
48,24
48,25
48,30
48,32
48,33
48,37
48,40
48,42
48,47
48,49
49,0
49,1
49,2
49,3
49,5
49,6
49,8
49,9
49,10
49,13
49,14
49,16
49,17
49,24
49,25
49,26
49,31
49,34
49,35
49,36
49,39
49,40
49,44
49,46
49,47
