from_node,to_node
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,12
0,13
0,15
0,17
0,20
0,24
0,28
0,31
0,32
0,34
0,35
0,37
0,40
0,41
0,42
0,43
0,49
0,56
0,60
0,61
0,66
0,70
0,77
0,78
0,82
0,83
0,84
0,85
0,86
0,87
0,89
0,90
0,93
0,94
0,95
0,98
1,0
1,2
1,4
1,9
1,10
1,11
1,22
1,27
1,29
1,30
1,31
1,38
1,42
1,45
1,48
1,52
1,58
1,92
1,94
2,7
2,9
2,16
2,19
2,33
2,66
3,0
3,1
3,2
3,7
3,8
3,11
3,14
3,23
3,26
3,47
3,63
3,70
3,75
3,77
3,79
4,0
4,2
4,5
4,10
4,12
4,14
4,17
4,41
4,51
4,52
4,58
4,81
5,29
5,38
6,0
6,2
6,15
6,22
6,23
6,37
6,49
6,71
7,1
7,2
7,88
8,0
8,3
8,4
8,12
8,13
8,55
8,74
8,96
9,15
9,22
9,23
9,46
9,61
9,96
10,5
10,20
10,29
10,53
11,0
11,4
11,6
11,20
11,80
12,0
12,3
12,29
12,57
12,59
12,81
13,0
13,10
13,36
13,52
13,55
13,67
14,5
14,10
14,24
14,39
14,97
15,3
15,6
15,23
15,44
15,75
16,0
16,18
16,19
16,24
16,28
16,46
17,0
17,1
17,33
17,54
17,73
18,0
18,3
18,62
18,99
19,1
19,12
19,13
19,14
19,38
20,0
20,59
21,0
21,9
21,16
21,31
21,48
21,51
22,1
22,8
22,32
22,56
23,3
23,28
23,50
23,76
24,1
24,11
24,36
24,53
25,0
25,8
25,10
25,11
25,50
26,0
26,85
27,0
27,1
27,4
27,69
28,1
28,2
29,33
29,37
29,57
30,25
30,45
30,49
30,73
30,91
31,0
31,5
31,21
31,25
31,56
31,60
31,67
31,76
31,90
32,3
32,19
32,55
32,88
33,0
33,1
33,2
33,9
33,14
33,30
33,72
34,11
34,12
34,35
34,58
35,7
35,68
36,0
36,16
36,50
37,0
37,64
38,0
38,6
38,7
38,43
39,3
39,42
40,0
40,8
40,78
41,27
41,47
41,54
42,8
42,11
42,27
42,36
43,2
43,51
43,69
44,3
44,10
44,60
45,4
45,38
45,47
46,0
46,5
46,10
46,95
47,17
47,68
48,0
48,9
48,59
49,0
49,39
49,44
50,1
50,4
50,18
50,39
51,5
52,1
52,4
52,16
52,25
53,6
53,30
54,0
54,7
54,26
55,0
55,18
56,4
56,93
57,0
57,26
57,71
58,1
58,18
59,0
59,2
59,28
60,0
60,1
60,6
61,37
61,41
61,62
62,21
62,39
63,23
63,82
64,0
64,21
65,3
65,4
65,5
65,31
65,32
65,35
65,45
66,13
66,57
67,0
67,2
67,3
67,32
67,83
68,0
68,87
69,0
69,26
70,1
70,14
71,2
71,4
71,12
71,13
71,19
71,21
71,30
71,35
71,40
71,43
71,53
71,63
71,65
72,0
72,11
73,2
73,4
74,0
74,48
75,33
75,46
76,72
76,89
77,0
78,0
78,18
79,7
79,34
79,36
79,98
80,5
80,18
81,4
81,92
82,1
82,9
82,17
83,25
83,40
84,3
84,24
85,0
85,64
86,0
86,22
87,13
87,20
88,5
88,20
89,2
89,3
90,0
90,4
91,8
91,27
92,0
92,54
93,0
93,26
94,0
94,7
94,21
94,24
95,1
95,6
96,74
96,91
97,25
97,34
97,44
98,22
98,86
99,8
99,79
