from_node,to_node
0,1209
0,2706
1,709
1,2617
2,0
2,514
2,823
2,1030
2,2150
3,22
3,304
3,431
3,1501
3,3603
4,1070
4,2286
4,2465
4,3564
5,747
5,994
6,2488
6,2860
7,848
7,1038
7,4219
8,1011
8,3644
9,147
9,843
9,2978
10,1554
10,4349
11,10
11,2387
11,2642
12,1884
12,2557
13,826
13,2390
14,426
15,875
15,1719
15,4145
16,3355
16,4105
17,278
17,2184
18,352
18,2855
19,17
19,447
19,2231
19,4721
20,1272
20,3216
21,1464
21,1689
21,3209
22,1103
22,1856
22,1902
23,1537
23,2253
24,172
24,402
24,458
24,460
24,860
24,2743
24,3126
25,854
25,2575
26,1383
26,1673
26,2279
26,3071
27,401
27,421
27,4429
27,4700
28,394
28,1316
28,1527
29,2684
29,3367
30,139
30,1356
31,2721
31,3421
32,264
32,2775
33,5
33,1613
34,700
34,1319
34,3228
35,477
35,931
35,1127
36,33
36,1425
37,1321
37,4469
38,1094
38,2276
38,3499
38,3661
38,3714
38,3744
38,3892
38,4128
38,4309
39,173
39,2421
40,1149
40,2864
41,228
41,4639
42,217
42,657
42,4914
43,2417
43,4273
44,1565
44,2269
45,479
45,3378
46,914
46,1940
46,2397
47,44
47,1568
48,501
48,830
49,1988
49,3739
50,3397
50,3475
51,1115
51,2379
52,805
52,1740
52,2113
52,3137
52,4661
53,1707
53,2828
54,6
54,785
55,181
55,4965
56,1141
56,3247
57,18
57,1134
57,4163
58,2192
58,4707
59,33
59,94
59,158
59,408
60,2650
60,4364
61,25
61,324
62,280
62,4789
63,1318
63,4674
64,132
64,1174
64,4196
65,1118
65,4126
65,4907
66,453
66,1541
67,163
67,246
67,3125
68,120
68,3933
69,2262
69,3696
70,1558
70,3096
71,10
71,2694
71,2928
72,3262
72,4864
73,2837
73,2880
74,121
74,1638
74,3448
74,4983
75,74
75,4348
76,43
76,1703
77,1839
77,2308
77,3104
78,1022
78,1962
79,2452
79,3863
80,2629
80,4920
81,8
81,103
81,1299
81,1441
81,1488
81,2159
81,4916
82,1949
82,4963
83,13
83,3815
84,1144
84,3750
85,30
85,1733
86,65
86,176
86,190
86,691
86,764
86,962
86,1341
86,2019
86,2145
86,2949
86,3257
86,4445
86,4566
86,4660
87,246
87,524
87,618
88,1568
88,4962
89,68
89,570
89,621
90,340
90,967
90,1789
90,2347
91,19
91,383
92,234
92,1309
92,3260
92,4350
93,1800
93,2400
94,542
94,1299
95,242
95,1829
95,3881
96,113
96,4506
97,40
97,2831
97,4052
98,120
98,3791
99,69
99,861
100,839
100,1605
101,241
101,4678
102,1634
102,3037
103,5
103,661
104,119
104,2866
105,2481
105,4328
106,752
106,1095
107,251
107,691
108,2829
108,4047
109,1417
109,4557
110,35
110,234
110,510
111,2430
111,4261
112,832
112,1692
113,0
113,1173
114,1063
114,2077
115,1616
115,3314
116,5
116,182
117,11
117,1691
118,365
118,1543
119,58
119,397
119,882
119,1433
119,1825
120,648
120,4236
121,1651
121,2162
121,3875
122,127
122,351
122,2752
122,3680
123,2273
123,2282
124,294
124,674
124,2213
125,25
125,1576
126,440
126,1932
126,2605
127,1265
127,3392
128,507
128,705
128,1077
128,3193
128,3350
129,400
129,3923
130,2014
130,4538
131,681
131,892
132,9
132,2527
133,273
133,4589
134,472
134,3868
135,587
135,1706
136,1
136,362
136,2838
136,3183
137,170
137,1286
138,1933
138,2137
138,2326
138,3668
139,10
139,1503
139,1509
140,2680
140,3871
141,128
141,1388
141,3892
142,254
142,1539
143,939
143,1895
144,64
144,3270
145,1
145,35
145,212
146,196
146,4606
147,3992
147,4534
148,42
148,356
148,4654
149,206
149,2906
150,96
150,566
151,1104
151,1281
152,613
152,2720
153,141
153,1240
154,220
154,685
155,2266
155,3988
155,4930
156,294
156,1632
157,46
157,1036
157,1162
158,534
158,4286
159,11
159,2757
160,26
160,436
160,1553
160,2975
160,3028
161,542
161,1552
162,357
162,2236
163,303
163,4123
164,55
164,427
164,498
164,841
164,1477
164,2841
165,28
165,474
165,3703
165,4679
166,2396
166,3451
166,3476
167,173
167,1243
168,1985
168,4879
169,54
169,220
170,1659
170,3594
171,44
171,273
172,157
172,529
173,20
173,1490
173,3589
174,1078
174,4749
175,77
175,219
175,226
176,1256
176,2942
177,88
177,1199
178,471
178,4561
179,14
179,21
179,193
179,684
179,1072
179,1104
179,1746
180,4315
180,4532
181,3
181,142
182,546
182,2849
183,955
183,3441
184,156
184,248
184,701
184,787
184,992
184,1595
184,1650
184,2074
184,2324
184,2911
184,4143
185,468
185,504
186,571
186,4197
187,38
187,43
188,625
188,3492
189,2660
189,2798
190,21
190,3098
191,2406
191,4900
192,2907
192,4161
193,462
193,669
194,259
194,4468
195,134
195,349
196,6
196,1507
197,40
197,378
197,3601
198,814
198,1308
199,1093
199,1965
200,31
200,278
200,553
200,577
200,769
200,1053
200,1272
200,1558
200,1963
200,2446
200,2595
200,2910
200,3715
200,3978
200,4170
200,4261
200,4327
200,4659
200,4739
201,642
201,2412
202,451
202,1292
203,9
203,143
203,197
203,1667
203,2343
203,2559
203,3133
203,3814
204,3448
204,3504
205,1452
205,1797
205,4155
206,511
206,1623
207,1630
207,2081
208,2964
208,3311
209,42
209,242
209,4107
210,314
210,1009
210,3168
210,3730
