from_node,to_node
0,247
0,552
0,1354
0,1996
3,1214
5,987
6,442
7,1482
8,1388
15,19
15,625
15,1238
15,1423
16,6
17,89
17,612
18,137
18,448
18,1125
22,1014
23,750
24,1227
25,157
25,1404
28,38
28,1542
28,1736
29,196
30,1147
31,275
32,271
33,1102
33,1349
34,1164
37,1790
38,770
42,158
42,349
42,1182
43,1598
45,1044
45,1279
46,729
46,1992
47,146
48,1364
48,1610
49,1034
49,1329
49,1908
50,153
50,1682
51,754
54,1048
54,1650
54,1944
55,1236
56,544
56,1109
60,1357
61,42
62,995
62,1679
63,1502
65,1582
66,146
66,1541
66,1875
69,392
69,405
69,967
72,189
72,659
72,1822
73,1
74,186
74,638
75,21
80,428
80,1593
82,626
82,1280
84,1150
85,17
86,1193
88,387
88,1914
90,861
90,1421
93,657
93,1371
94,939
96,488
96,600
97,497
98,255
98,741
98,803
99,1882
99,1948
100,92
100,874
101,725
102,1516
103,1242
104,1560
107,356
107,622
109,99
109,745
110,1267
110,1996
113,640
113,1453
114,507
114,1558
115,359
116,889
116,982
117,15
117,535
117,1668
118,1434
118,1524
119,783
120,1386
121,1482
124,43
124,1201
126,793
126,1387
126,1886
127,449
129,1576
130,1865
132,655
133,703
133,1285
133,1335
133,1857
136,1547
137,1266
138,315
138,471
138,1144
138,1591
139,1860
140,47
141,568
146,974
148,624
150,1136
150,1402
151,956
151,1063
152,728
153,968
154,1950
156,374
157,1810
158,237
158,722
158,1688
161,1643
162,262
163,737
166,1084
167,1161
167,1638
168,694
168,1071
170,1142
171,1927
172,460
172,1218
173,242
173,1725
173,1925
174,10
174,639
174,923
174,1477
174,1955
175,1095
175,1426
177,179
177,1807
179,381
179,915
179,1583
180,112
180,1966
185,1079
185,1893
186,143
186,268
186,1717
187,106
188,232
190,453
190,1495
191,1010
192,1607
193,269
194,1198
194,1858
194,1912
195,1969
196,544
197,1866
198,80
198,438
198,1845
199,1500
201,173
201,1425
203,646
205,619
206,752
206,835
206,1413
207,1676
207,1919
208,829
210,1987
211,378
212,761
213,1460
215,478
215,1985
217,133
220,764
220,1534
221,1110
223,1421
225,457
225,688
225,1431
225,1600
226,1836
228,1805
229,1890
232,114
232,1742
233,1825
233,1975
235,1652
236,639
236,1854
238,292
238,554
239,881
240,48
240,386
240,1839
241,125
241,1372
242,1020
243,24
243,72
243,1052
245,900
245,931
245,1509
245,1594
246,77
246,1267
248,552
248,743
252,999
252,1357
253,548
254,1498
255,24
255,1254
257,1632
258,20
265,1722
266,1908
268,842
269,636
269,689
269,1294
270,648
271,365
272,594
273,1223
273,1519
277,652
279,1881
280,1051
280,1066
280,1516
281,122
281,148
281,717
282,1045
283,935
284,218
288,151
288,1647
291,1978
294,1181
295,809
296,631
296,1137
296,1166
296,1628
297,169
297,669
297,1847
298,704
301,1234
302,37
303,1563
305,1240
307,117
307,1147
308,216
308,871
309,230
309,908
309,1922
309,1958
311,174
314,124
314,1073
314,1091
315,1930
317,101
317,485
317,1485
318,450
318,1888
321,1174
321,1867
322,84
322,1235
322,1756
323,683
325,627
326,1203
326,1237
327,1665
327,1941
328,638
328,1821
329,1945
333,1185
334,1802
334,1861
337,1826
339,954
341,404
341,1600
341,1613
342,886
342,1212
342,1691
343,1480
343,1541
344,224
345,341
345,1686
346,473
346,1033
346,1104
347,82
347,1663
351,559
352,622
352,1276
352,1289
352,1728
353,413
353,1432
354,2
356,1294
356,1453
358,1243
358,1835
359,1395
360,421
361,33
361,1051
362,140
362,1301
363,614
363,1967
364,1057
364,1058
365,1627
367,1600
368,1719
369,1597
373,676
373,1405
375,177
375,848
376,880
377,781
377,1147
377,1173
378,160
378,927
379,1054
379,1540
380,184
381,431
381,1250
382,212
382,922
383,1257
383,1638
384,125
384,197
385,1184
386,699
388,1172
388,1495
389,381
389,423
389,994
390,1696
393,1220
393,1587
393,1843
394,97
395,1030
396,463
396,871
397,948
397,1604
398,487
399,605
399,729
399,1767
401,11
401,800
403,88
404,812
407,976
409,472
411,1293
412,1596
415,1373
415,1725
416,270
416,1069
418,155
420,246
420,1503
421,254
421,1505
421,1574
423,290
424,1171
425,163
428,318
428,1962
429,1098
433,54
435,1705
436,1231
437,400
437,594
437,719
438,904
438,1552
438,1665
438,1900
439,1887
439,1976
440,964
442,155
443,534
444,401
445,37
446,984
446,1826
448,986
448,1450
449,326
449,360
451,1098
453,193
458,1412
458,1445
458,1623
459,1339
460,356
460,865
461,737
462,818
463,266
463,474
463,1066
465,541
465,1598
466,1318
468,559
470,394
471,1277
472,1371
473,1385
473,1693
475,56
475,544
475,1308
476,159
476,289
478,306
478,1856
479,917
481,1149
483,1177
485,189
485,771
486,283
486,769
487,342
489,661
489,753
490,781
490,1814
491,1731
492,365
492,1666
495,208
496,310
497,419
497,843
498,1823
499,424
500,1772
502,849
503,560
504,573
504,1327
505,424
508,1277
509,733
514,505
514,922
515,396
517,491
517,966
517,1928
519,983
519,1126
519,1532
520,62
520,734
520,951
521,1502
521,1551
522,290
522,391
522,755
523,580
525,159
525,912
526,7
526,146
528,984
531,1885
533,1550
533,1709
534,245
536,1593
538,937
538,1099
539,137
539,145
539,458
539,1503
540,1865
540,1998
541,38
541,1248
541,1429
542,36
542,428
542,501
542,1463
543,107
543,1226
545,492
545,1047
546,462
546,1194
547,604
547,1179
549,1699
551,1362
553,260
555,1797
556,168
556,1112
556,1371
559,1155
564,449
565,1135
566,542
569,894
570,789
570,1806
571,1944
572,1295
572,1603
573,1110
573,1120
573,1789
573,1884
575,852
575,1277
576,797
576,1149
576,1825
579,1482
580,408
581,1204
582,1255
583,1559
584,1787
585,344
585,425
585,970
586,383
586,596
586,670
586,1537
587,384
589,509
590,63
590,796
590,1829
592,963
592,1296
593,99
595,1044
595,1712
597,896
598,1269
599,200
599,1327
601,771
602,1760
603,1496
604,55
604,462
607,69
608,1605
609,639
610,1100
610,1826
611,808
613,1159
614,1610
615,752
615,923
615,1594
617,1099
618,1429
620,1474
620,1776
622,1788
623,343
623,987
625,1075
630,1020
631,198
631,472
631,885
633,1630
639,1315
639,1952
643,83
647,210
647,363
647,625
650,61
650,277
650,993
652,228
652,623
652,1354
655,529
656,171
656,1253
659,1364
659,1610
659,1922
661,1033
663,1468
664,214
664,328
664,1036
667,664
668,199
668,620
669,565
670,1776
672,730
673,1296
674,917
675,1509
678,614
679,174
679,1269
679,1469
681,922
682,594
682,1535
685,177
685,1138
689,917
690,518
692,1802
694,40
694,1931
695,537
695,1988
697,1177
698,333
698,1076
698,1959
699,123
700,478
701,1959
702,136
704,124
710,1018
710,1199
710,1344
711,1089
714,813
717,1245
718,1967
719,1967
720,1415
720,1479
720,1721
721,403
721,1407
722,1678
723,1559
723,1639
725,183
725,893
726,70
726,1313
729,212
729,351
729,1195
729,1233
730,114
730,935
731,1384
731,1888
732,58
735,368
736,507
737,809
737,1807
738,1455
738,1892
739,426
739,620
739,1457
740,1442
741,978
742,982
744,1603
745,388
745,754
745,1455
746,68
747,359
747,940
748,1284
748,1505
749,1022
749,1700
750,260
750,1416
751,1371
751,1536
752,389
752,1183
753,1653
754,1141
756,38
756,117
758,770
760,732
764,1091
764,1853
765,875
765,1055
765,1581
765,1827
766,403
767,189
769,1190
770,60
772,813
772,1199
773,966
774,834
774,1611
775,1203
776,1479
776,1798
777,593
777,875
778,1473
779,765
780,85
780,332
782,396
782,759
782,1152
782,1676
783,524
783,903
784,752
784,1857
786,1454
788,537
789,25
789,429
789,1077
789,1879
790,1562
791,651
795,1235
797,1246
797,1888
800,15
800,489
801,206
802,1556
802,1564
804,143
804,1124
807,690
808,1536
810,730
810,767
811,398
812,1687
813,1774
816,642
816,1711
819,1877
820,565
821,597
821,1645
822,1500
824,1671
825,229
826,1835
827,1778
828,351
829,287
830,379
831,297
831,1775
833,1122
833,1866
834,411
835,139
836,0
836,364
837,1251
837,1660
839,653
843,451
844,615
845,902
848,866
849,700
849,1986
850,1978
851,1932
857,882
858,742
859,318
859,380
859,655
860,467
861,617
861,896
863,478
863,1524
863,1545
865,867
865,1265
866,843
867,299
869,658
870,94
870,1665
873,613
874,783
874,1075
875,244
875,1039
877,349
878,1286
879,756
879,1398
881,6
883,1519
884,1355
885,1767
885,1932
888,1440
889,1621
892,379
892,1093
894,819
896,86
897,318
897,1254
898,470
898,504
899,1671
901,365
902,84
903,696
903,1645
904,91
904,1709
907,12
907,1259
908,240
910,412
911,1790
912,1457
912,1566
916,375
916,825
916,1934
920,1627
920,1719
923,1953
926,354
926,609
926,836
926,1121
926,1404
930,508
931,5
931,1079
932,569
932,1399
933,1258
933,1272
933,1545
935,1304
936,1934
937,173
937,426
938,347
940,1586
940,1699
940,1716
941,479
943,616
943,909
944,537
945,791
946,780
946,1155
